"filename", "language", "TypeScript", "CSS", "comment", "blank", "total"
"/Users/rock/Documents/Projekti/project-manager/client/src/Services/AuthService.ts", "TypeScript", -1, 0, 0, 0, -1
"/Users/rock/Documents/Projekti/project-manager/client/src/Services/ProjectsService.ts", "TypeScript", 1, 0, 0, 2, 3
"/Users/rock/Documents/Projekti/project-manager/client/src/Services/TaskService.ts", "TypeScript", 3, 0, 0, 1, 4
"/Users/rock/Documents/Projekti/project-manager/client/src/Store/Store.ts", "TypeScript", 1, 0, 0, 0, 1
"/Users/rock/Documents/Projekti/project-manager/client/src/Store/UserStore.ts", "TypeScript", 2, 0, 0, 0, 2
"/Users/rock/Documents/Projekti/project-manager/client/src/Styles/Views/Tasks/TaskDetailsPopup.css", "CSS", 0, 186, 9, 34, 229
"/Users/rock/Documents/Projekti/project-manager/client/src/Styles/Views/Tasks/Tasks.css", "CSS", 0, 160, 8, 27, 195
"/Users/rock/Documents/Projekti/project-manager/client/src/Types/TasksTypes.ts", "TypeScript", 8, 0, 0, 1, 9
"/Users/rock/Documents/Projekti/project-manager/client/src/Utils/Helpers.ts", "TypeScript", 12, 0, 0, 3, 15
"/Users/rock/Documents/Projekti/project-manager/client/src/Views/Projects/ProjectPage/ProjectView.ts", "TypeScript", 1, 0, 0, 0, 1
"/Users/rock/Documents/Projekti/project-manager/client/src/Views/Projects/ProjectPage/ProjectViewMemberManager.ts", "TypeScript", -1, 0, 0, 0, -1
"/Users/rock/Documents/Projekti/project-manager/client/src/Views/Projects/ProjectsPage/ProjectsPopup/CreateNewProject.ts", "TypeScript", 13, 0, 1, 3, 17
"/Users/rock/Documents/Projekti/project-manager/client/src/Views/ReusableComponents/AddMember/AddMemberContainer.ts", "TypeScript", -3, 0, 0, -1, -4
"/Users/rock/Documents/Projekti/project-manager/client/src/Views/ReusableComponents/AddMember/AddMemberEditTeam.ts", "TypeScript", -3, 0, 0, 0, -3
"/Users/rock/Documents/Projekti/project-manager/client/src/Views/ReusableComponents/AddMember/AddMemberProjectPopup.ts", "TypeScript", 14, 0, 0, 4, 18
"/Users/rock/Documents/Projekti/project-manager/client/src/Views/Tasks/TaskDetails/TaskDetailsPopup.ts", "TypeScript", 285, 0, 13, 20, 318
"/Users/rock/Documents/Projekti/project-manager/client/src/Views/Tasks/TasksView.ts", "TypeScript", 83, 0, 102, 18, 203
"/Users/rock/Documents/Projekti/project-manager/client/src/Views/Teams/TeamPage/TeamMembersManager.ts", "TypeScript", -1, 0, 0, 0, -1
"/Users/rock/Documents/Projekti/project-manager/client/src/Views/Teams/TeamPage/TeamView.ts", "TypeScript", -3, 0, 0, 1, -2
"/Users/rock/Documents/Projekti/project-manager/client/src/main.ts", "TypeScript", 1, 0, 0, 0, 1
"Total", "-", 412, 346, 133, 113, 1004
