"filename", "language", "TypeScript", "CSS", "comment", "blank", "total"
"/Users/rock/Documents/Projekti/project-manager/client/src/Components/Sidebar.ts", "TypeScript", 21, 0, 8, 4, 33
"/Users/rock/Documents/Projekti/project-manager/client/src/Controllers/App/DashboardController.ts", "TypeScript", 4, 0, 3, 3, 10
"/Users/rock/Documents/Projekti/project-manager/client/src/Controllers/App/ProjectsController.ts", "TypeScript", 3, 0, 0, 2, 5
"/Users/rock/Documents/Projekti/project-manager/client/src/Controllers/App/ReportsController.ts", "TypeScript", 2, 0, 1, 1, 4
"/Users/rock/Documents/Projekti/project-manager/client/src/Controllers/App/TasksController.ts", "TypeScript", 2, 0, 1, 1, 4
"/Users/rock/Documents/Projekti/project-manager/client/src/Controllers/App/TeamsController.ts", "TypeScript", 2, 0, 1, 1, 4
"/Users/rock/Documents/Projekti/project-manager/client/src/Controllers/SectionController.ts", "TypeScript", 0, 0, 0, 1, 1
"/Users/rock/Documents/Projekti/project-manager/client/src/Routes/Router.ts", "TypeScript", 11, 0, 0, 3, 14
"/Users/rock/Documents/Projekti/project-manager/client/src/Store/Store.ts", "TypeScript", -4, 0, 12, 2, 10
"/Users/rock/Documents/Projekti/project-manager/client/src/Store/UserStore.ts", "TypeScript", 16, 0, 0, 4, 20
"/Users/rock/Documents/Projekti/project-manager/client/src/Styles/Sidebar.css", "CSS", 0, 10, 0, 3, 13
"/Users/rock/Documents/Projekti/project-manager/client/src/main.ts", "TypeScript", 2, 0, 0, 1, 3
"/Users/rock/Documents/Projekti/project-manager/client/vite.config.ts", "TypeScript", 9, 0, 0, 2, 11
"Total", "-", 68, 10, 26, 28, 132
