"filename", "language", "TypeScript", "CSS", "comment", "blank", "total"
"/Users/rock/Documents/Projekti/project-manager/client/src/Components/Sidebar.ts", "TypeScript", 9, 0, -2, 3, 10
"/Users/rock/Documents/Projekti/project-manager/client/src/Services/AuthService.ts", "TypeScript", 3, 0, 0, -1, 2
"/Users/rock/Documents/Projekti/project-manager/client/src/Services/ProjectsService.ts", "TypeScript", 4, 0, 0, 1, 5
"/Users/rock/Documents/Projekti/project-manager/client/src/Store/UserStore.ts", "TypeScript", 1, 0, 0, 0, 1
"/Users/rock/Documents/Projekti/project-manager/client/src/Styles/Sidebar.css", "CSS", 0, 91, 4, 14, 109
"/Users/rock/Documents/Projekti/project-manager/client/src/Styles/Views/Projects/Project/Project.css", "CSS", 0, 231, -31, 37, 237
"/Users/rock/Documents/Projekti/project-manager/client/src/Styles/Views/Projects/Projects.css", "CSS", 0, 322, 14, 51, 387
"/Users/rock/Documents/Projekti/project-manager/client/src/Utils/Helpers.ts", "TypeScript", 14, 0, 1, 1, 16
"/Users/rock/Documents/Projekti/project-manager/client/src/Views/Projects/ProjectPage/ProjectPopups/ProjectViewPopup.ts", "TypeScript", 2, 0, 0, 0, 2
"/Users/rock/Documents/Projekti/project-manager/client/src/Views/Projects/ProjectPage/ProjectView.ts", "TypeScript", 69, 0, 3, 12, 84
"/Users/rock/Documents/Projekti/project-manager/client/src/Views/Projects/ProjectPage/ProjectViewInfoManager.ts", "TypeScript", 22, 0, 3, 3, 28
"/Users/rock/Documents/Projekti/project-manager/client/src/Views/Projects/ProjectPage/ProjectViewMemberManager.ts", "TypeScript", 30, 0, 6, 9, 45
"/Users/rock/Documents/Projekti/project-manager/client/src/Views/Projects/ProjectPage/ProjectViewTaskManager.ts", "TypeScript", 0, 0, 1, 0, 1
"/Users/rock/Documents/Projekti/project-manager/client/src/Views/Projects/ProjectsPage/ProjectsPopup/CreateNewProject.ts", "TypeScript", 1, 0, 0, 0, 1
"/Users/rock/Documents/Projekti/project-manager/client/src/Views/Projects/ProjectsPage/ProjectsView.ts", "TypeScript", 254, 0, 15, 22, 291
"/Users/rock/Documents/Projekti/project-manager/client/src/Views/ReusableComponents/AddMember/AddMemberContainer.ts", "TypeScript", 3, 0, 0, 0, 3
"/Users/rock/Documents/Projekti/project-manager/client/src/Views/ReusableComponents/AddMember/AddMemberProjectPopup.ts", "TypeScript", 4, 0, 0, 0, 4
"/Users/rock/Documents/Projekti/project-manager/client/src/main.ts", "TypeScript", 1, 0, 1, 0, 2
"Total", "-", 417, 644, 15, 152, 1228
